p_mean,p_std,p_min,p_max,p_drop_pct,p_slope,p_rolling_std_5,p_jitter,q_mean,q_std,q_surge_pct,q_slope,pq_corr,t_mean,t_max,zero_count,sensor_id,pipe_diameter_mm,pipe_age_years,pipe_material,hour_of_day,leak
28.06,2.1829,24.67,31.12,19.25,-0.6881,1.4369,1.8078,52.87,2.9739,-17.03,-0.9138,0.8567,27.5,27.8,0,sensor_020,400,22,Steel,23,0
37.66,4.0042,31.67,43.76,-37.57,1.3587,1.4489,1.1109,26.26,1.7793,27.33,0.5571,0.8144,49.7,50.1,0,sensor_020,150,17,PVC,21,0
27.66,1.7286,24.79,29.91,-8.99,0.298,0.8194,1.9578,47.38,1.6069,-2.9,-0.1805,-0.1667,30.9,31.4,0,sensor_010,400,23,Steel,0,0
29.67,1.2131,27.62,32.28,1.17,-0.047,0.6658,2.09,28.23,1.0109,-7.2,-0.2218,0.4795,26.7,27.1,0,sensor_013,200,9,HDPE,22,1
20.04,1.8888,16.35,21.77,20.57,-0.3723,2.2613,2.5315,32.77,1.7896,7.13,0.2957,0.1335,48.3,48.8,0,sensor_003,300,25,HDPE,3,1
44.91,2.2021,40.26,47.77,-5.31,-0.2152,2.7057,3.9981,55.71,1.6158,2.71,-0.1769,0.6333,52.4,52.9,0,sensor_012,250,2,PVC,8,0
46.4,2.1809,43.37,49.96,12.05,-0.6868,0.9888,1.5874,83.85,3.512,-10.82,-1.1556,0.8918,53.1,53.6,0,sensor_016,400,21,Steel,20,0
35.05,1.4337,33.23,37.94,12.42,-0.4389,0.5354,1.1764,64.15,2.8276,-15.89,-0.7594,0.7516,54.4,54.9,0,sensor_005,400,28,Steel,13,0
47.87,1.4308,45.66,50.17,0.47,0.0224,1.5338,2.6643,68.48,1.8682,0.69,-0.2137,-0.1271,53.0,53.9,0,sensor_008,300,20,HDPE,18,0
27.69,1.2763,25.99,30.75,7.09,-0.164,1.5639,2.1548,19.96,0.549,10.77,0.0681,-0.1238,30.3,30.6,0,sensor_008,150,28,PVC,22,1
36.11,5.5998,28.98,45.79,22.24,-1.5638,1.4475,4.372,65.09,3.5838,4.27,0.3802,-0.1589,43.2,43.7,0,sensor_016,300,29,HDPE,16,1
30.86,1.9868,27.01,33.65,-23.4,0.656,1.0429,0.8916,21.62,0.9176,9.85,0.2566,0.7386,33.2,34.0,0,sensor_003,150,27,PVC,6,0
48.26,1.3678,45.82,50.39,3.67,-0.3149,0.92,1.6157,86.46,1.9067,-2.3,-0.3941,0.4787,30.2,31.0,0,sensor_017,400,13,Steel,8,0
34.17,1.3904,30.38,35.56,10.26,-0.1401,1.8844,1.7779,17.99,0.5023,-0.59,0.0225,0.0862,26.0,26.3,0,sensor_006,100,3,Cast Iron,19,1
29.06,3.1712,23.3,32.45,7.32,-0.83,2.3174,2.4692,76.29,10.3034,37.99,2.4492,-0.3818,53.6,54.0,0,sensor_017,400,27,Steel,23,1
30.74,1.6982,28.09,33.22,12.64,-0.5107,0.8252,1.6344,30.26,1.2036,3.26,0.1804,-0.5073,36.7,37.1,0,sensor_009,200,25,HDPE,13,1
17.91,2.3244,11.5,20.17,8.14,-0.4902,2.6848,3.0181,9.55,0.3718,-6.88,-0.0477,0.0697,29.4,29.8,0,sensor_012,100,26,Cast Iron,5,0
42.78,3.1208,38.68,48.28,19.89,-1.0084,1.54,2.0461,77.82,5.8899,-20.36,-1.965,0.9206,34.8,35.3,0,sensor_003,400,29,Steel,9,0
26.45,2.1773,21.53,28.41,24.22,-0.6629,2.0948,1.3377,15.71,0.9685,10.49,0.2025,-0.3974,43.6,44.0,0,sensor_007,100,1,Cast Iron,10,1
34.36,4.147,25.24,40.97,-4.52,-0.3558,5.0371,5.0799,67.1,2.5434,-7.53,-0.5785,0.6289,29.9,30.4,0,sensor_002,300,2,HDPE,7,1
26.81,1.6159,23.96,28.95,-8.5,0.1775,1.384,2.0939,39.45,1.0764,-0.15,-0.1021,-0.6426,27.8,28.4,0,sensor_007,300,13,HDPE,5,0
30.6,1.179,29.12,32.95,10.36,-0.2618,0.5728,1.471,22.17,0.2998,-2.89,-0.0315,-0.1161,40.0,40.6,0,sensor_002,150,21,PVC,14,0
36.18,2.1571,33.75,40.21,-0.61,0.4226,2.182,3.0398,50.63,2.9096,17.51,0.7942,0.451,34.9,35.2,0,sensor_014,300,19,HDPE,6,0
18.21,1.3177,15.99,19.68,10.6,-0.3609,1.0839,1.2962,19.89,1.0735,16.38,0.2023,-0.4621,32.9,33.5,0,sensor_010,200,23,HDPE,3,1
20.54,1.7275,17.95,22.69,-20.29,0.5613,0.5134,0.7286,13.99,0.9465,19.93,0.2823,0.6997,27.8,28.3,0,sensor_005,150,18,PVC,3,0
39.37,6.566,29.05,50.1,42.02,-2.2768,3.1551,0.9404,75.92,8.2996,-27.65,-2.826,0.9688,41.8,42.1,0,sensor_006,400,15,Steel,8,0
26.66,1.9305,22.97,28.84,16.24,-0.529,1.8578,1.6362,16.57,1.1249,18.17,0.1651,-0.2508,42.5,42.8,0,sensor_012,100,7,Cast Iron,15,1
17.67,1.0734,14.82,19.09,-0.27,0.1046,0.5618,1.6906,12.56,0.6465,-1.85,0.0464,0.7763,52.8,53.2,0,sensor_007,150,4,PVC,3,0
33.97,2.7912,30.61,41.66,3.1,-0.3422,0.9329,3.6915,23.84,0.6344,-1.1,0.0394,-0.3039,37.5,38.2,0,sensor_019,150,18,PVC,15,0
35.81,2.01,32.74,38.41,9.56,-0.5676,0.8213,1.7998,78.18,5.042,-2.06,0.1381,-0.1893,49.7,50.0,0,sensor_017,300,21,HDPE,14,1
43.65,3.9434,36.71,49.29,-33.5,1.3398,2.4631,1.2977,59.35,3.7196,23.62,1.2591,0.9283,33.5,34.0,0,sensor_008,300,4,HDPE,11,0
23.81,0.6296,22.84,25.06,6.87,-0.1456,0.4866,0.7619,17.05,0.3802,4.44,0.0829,-0.1545,38.9,39.3,0,sensor_006,150,28,PVC,23,1
38.14,1.5018,35.76,40.48,-4.3,0.0142,1.4147,2.8182,54.09,1.0563,0.89,0.0325,0.099,40.2,40.9,0,sensor_018,300,17,HDPE,11,0
39.6,2.6894,32.31,42.43,3.67,-0.4038,3.2898,4.2186,73.32,2.0207,8.23,0.1856,0.493,51.9,52.6,0,sensor_002,400,6,Steel,11,0
15.84,2.1436,12.25,19.55,37.32,-0.7211,1.3521,1.0235,9.79,0.2786,-1.58,-0.0078,0.1868,47.9,48.7,0,sensor_001,100,19,Cast Iron,5,1
47.21,4.1219,36.8,52.28,21.75,-0.638,5.3522,5.4584,60.08,1.8874,-2.71,-0.1867,0.2412,33.5,33.9,0,sensor_004,250,17,PVC,19,0
40.16,1.8316,38.18,44.68,-13.48,0.3549,2.0732,2.414,49.76,0.8368,-1.05,0.1299,-0.2426,36.7,37.2,0,sensor_008,250,24,PVC,16,1
26.87,0.7323,25.92,27.98,-3.47,0.0227,0.5932,1.3513,13.7,0.726,-10.6,-0.0578,0.0809,37.1,37.5,0,sensor_012,100,11,Cast Iron,11,0
26.69,3.0172,22.56,31.53,-39.78,1.0246,1.72,1.2509,18.32,1.4861,29.98,0.4766,0.9153,26.5,26.8,0,sensor_014,150,9,PVC,5,0
34.43,2.4711,31.53,39.95,21.06,-0.7197,1.297,1.6323,34.27,2.0896,-12.73,-0.5871,0.6417,49.6,50.1,0,sensor_014,200,20,HDPE,9,0
21.2,2.58,14.3,24.85,36.98,-0.3431,3.4668,3.7548,28.09,0.8202,6.43,0.0238,-0.3435,30.9,31.4,0,sensor_010,250,17,PVC,1,1
19.29,1.6173,17.22,22.2,13.87,-0.413,0.7079,1.0868,28.08,1.0566,3.13,0.0242,-0.5142,50.9,51.6,0,sensor_007,250,20,PVC,4,1
16.49,2.0317,12.86,18.62,22.33,-0.5483,2.0324,1.4781,18.36,2.9351,49.52,0.5823,-0.2329,38.4,38.9,0,sensor_015,150,8,PVC,2,1
36.5,1.7926,33.56,39.96,9.7,-0.5136,1.1704,1.7574,53.14,1.7601,-5.92,-0.4104,0.6649,31.9,32.4,0,sensor_011,300,28,HDPE,11,0
27.38,4.016,17.59,32.98,46.67,-1.2446,3.6232,2.72,27.2,2.0143,-14.33,-0.628,0.6389,28.1,28.7,0,sensor_005,200,14,HDPE,13,0
71.53,9.6694,55.24,85.53,-54.84,3.3528,4.3393,1.4074,117.66,14.2435,51.49,4.8586,0.9789,30.4,30.8,0,sensor_007,400,14,Steel,19,0
35.2,2.1703,31.75,39.11,14.22,-0.6785,1.6561,1.5239,49.08,1.9551,9.33,0.3893,-0.5989,38.4,38.8,0,sensor_018,250,29,PVC,21,1
31.19,3.1816,24.08,35.33,-26.44,1.0045,1.3395,2.2658,15.48,1.0148,20.45,0.339,0.8907,52.7,53.0,0,sensor_001,100,24,Cast Iron,15,0
38.48,2.8656,34.74,42.67,17.62,-0.9407,1.3632,1.7053,31.48,0.6254,3.38,0.1288,-0.6736,41.4,41.8,0,sensor_019,150,11,PVC,19,1
16.27,1.6744,12.04,18.24,-15.74,0.4083,0.6326,1.9836,7.95,0.5626,13.58,0.0548,0.0373,40.0,40.3,0,sensor_003,100,21,Cast Iron,2,0
47.27,2.9653,39.61,51.35,22.87,-0.8175,3.0797,2.7209,86.32,1.7015,0.4,0.0465,-0.2182,44.3,44.9,0,sensor_001,400,16,Steel,17,0
24.6,1.3674,22.71,26.56,14.52,-0.4514,0.4795,0.8026,12.61,0.5551,-13.58,-0.1769,0.8826,44.9,45.6,0,sensor_008,100,17,Cast Iron,14,0
23.9,6.2282,14.58,33.72,52.53,-2.1259,3.1369,1.8543,17.83,1.2418,24.23,0.4103,-0.9325,52.4,53.1,0,sensor_002,100,25,Cast Iron,20,1
36.19,2.1442,30.77,39.36,-2.11,0.3434,1.1675,3.0465,33.6,0.7647,-0.15,0.0116,0.6166,33.5,33.8,0,sensor_012,200,14,HDPE,15,0
36.38,1.567,33.28,39.03,2.19,-0.0646,1.8529,1.8601,34.81,0.9654,5.24,0.0844,0.5486,49.6,50.2,0,sensor_002,200,27,HDPE,16,1
24.79,0.7893,23.82,26.63,5.64,-0.1267,0.249,1.178,43.33,1.5351,0.05,0.1381,-0.0459,51.6,52.0,0,sensor_002,400,29,Steel,1,0
31.55,2.6311,26.54,35.47,-33.65,0.9056,1.2092,0.4864,21.49,1.4495,28.34,0.4405,0.9253,46.5,47.3,0,sensor_003,150,23,PVC,6,0
28.39,2.5211,24.31,32.53,22.13,-0.8192,1.2053,1.6165,52.33,3.37,-18.4,-1.1301,0.9581,35.4,35.7,0,sensor_011,400,28,Steel,23,0
25.63,1.1585,24.48,27.92,12.32,-0.3732,0.1297,0.4326,12.96,0.4982,-8.31,-0.1182,0.58,40.1,40.5,0,sensor_016,100,5,Cast Iron,11,0
24.66,2.4021,18.86,27.38,9.4,-0.131,1.6425,3.5352,22.45,0.6023,2.77,0.0159,-0.148,45.1,46.2,0,sensor_019,200,1,HDPE,5,0
46.91,2.5238,44.69,53.25,-7.85,0.7019,2.233,2.4771,79.96,2.9263,4.94,0.7133,0.7888,38.2,38.5,0,sensor_015,400,29,Steel,10,0
22.43,1.8745,20.64,27.84,2.22,-0.071,2.5926,2.9588,40.86,0.9531,1.98,0.1421,-0.1357,53.0,53.4,0,sensor_011,400,3,Steel,2,1
20.71,2.1892,18.72,27.03,-2.29,0.3373,2.7788,3.1449,25.32,0.7327,-4.96,-0.1597,-0.2829,42.4,43.0,0,sensor_001,250,29,PVC,3,0
22.23,3.0371,18.81,28.92,34.96,-0.986,1.2139,1.2672,11.99,1.1196,-22.86,-0.368,0.8836,26.3,26.8,0,sensor_005,100,19,Cast Iron,11,0
18.46,1.2875,15.67,20.55,22.54,-0.3761,1.0587,1.0943,28.54,1.4743,7.99,-0.029,0.1581,44.2,44.8,0,sensor_012,250,14,PVC,2,1
37.17,1.7504,35.11,40.27,7.21,-0.204,1.9161,2.5758,47.41,1.4783,-3.94,-0.0984,0.4039,40.8,41.3,0,sensor_013,250,5,PVC,15,1
26.82,1.6607,25.09,29.47,6.2,-0.0148,1.7611,2.7165,47.87,1.1662,2.83,0.0253,-0.4759,28.8,29.4,0,sensor_009,400,28,Steel,0,0
37.76,1.3633,35.94,39.82,-1.77,-0.0164,1.3431,2.0711,26.64,0.6718,-3.43,0.019,0.1926,40.3,41.1,0,sensor_014,150,25,PVC,9,0
29.42,1.5363,27.07,32.62,-5.5,-0.1645,1.1556,1.9981,14.81,0.6817,3.92,0.0382,-0.3867,37.7,38.3,0,sensor_007,100,5,Cast Iron,16,0
40.51,5.7539,32.1,49.34,34.94,-1.9081,2.9952,3.3312,77.7,5.6908,-16.53,-1.814,0.8243,25.5,25.8,0,sensor_014,400,23,Steel,17,0
44.15,1.417,41.27,46.04,5.61,-0.1643,1.6241,2.2243,79.08,2.2478,-2.68,-0.0119,0.3402,37.1,37.7,0,sensor_007,400,10,Steel,16,0
35.36,1.1034,33.47,37.28,2.79,-0.0529,0.979,1.8724,46.3,1.5037,2.22,0.1475,-0.1545,52.7,53.5,0,sensor_010,250,20,PVC,14,0
17.65,10.306,6.74,38.71,81.86,-3.4264,2.6822,2.431,22.63,1.0374,-17.24,-0.2703,0.7755,49.7,50.4,0,sensor_010,100,24,Cast Iron,19,1
47.24,3.9402,41.65,54.4,-28.28,1.0752,3.9375,3.9393,41.24,3.0815,24.33,0.9531,0.688,54.0,54.2,0,sensor_010,200,26,HDPE,8,0
37.29,2.8013,32.06,43.61,19.01,-0.1542,3.7533,4.6421,54.44,1.6026,-0.41,0.2141,0.3637,35.0,35.4,0,sensor_019,300,14,HDPE,14,1
25.26,3.0396,20.05,31.84,22.69,-0.6222,2.4873,2.8798,13.15,0.2404,-6.27,-0.0558,0.6566,34.7,35.3,0,sensor_011,100,16,Cast Iron,12,1
33.97,3.6103,29.22,39.12,7.58,-0.9083,1.798,2.2155,57.49,1.742,-0.75,0.075,-0.1613,33.2,33.6,0,sensor_018,300,8,HDPE,15,1
24.19,2.1656,20.24,28.27,16.11,-0.4001,2.1647,2.182,44.97,2.4628,-1.1,0.3213,-0.7522,44.9,45.2,0,sensor_005,400,23,Steel,4,1
21.9,2.8288,18.18,28.81,23.49,-0.7253,0.9307,3.086,14.66,1.4337,32.94,0.328,-0.2619,36.3,36.7,0,sensor_018,100,4,Cast Iron,6,1
31.7,7.7851,16.85,40.76,55.59,-2.5347,5.3187,2.9025,83.86,19.521,51.39,4.1133,-0.3693,31.6,32.0,0,sensor_014,300,19,HDPE,7,1
45.95,1.2546,44.2,48.29,3.19,0.0863,1.0815,1.7198,66.33,1.9622,0.98,0.1264,0.5111,39.4,39.7,0,sensor_018,300,27,HDPE,8,0
29.48,3.5462,21.21,34.56,-62.93,1.1147,1.9742,2.0939,26.81,2.0779,30.17,0.6422,0.8991,36.7,37.0,0,sensor_005,200,22,HDPE,23,0
26.44,1.1516,24.66,28.2,1.69,-0.2755,0.8644,1.1738,36.35,1.5913,12.24,0.2683,-0.2654,28.7,29.2,0,sensor_009,250,19,PVC,23,1
31.6,8.8859,19.07,46.84,59.28,-3.0551,3.0047,1.0833,90.17,7.8874,5.92,-1.1964,0.4424,29.0,29.2,0,sensor_001,250,3,PVC,18,1
39.74,4.5814,32.94,48.22,-36.74,1.2927,2.6829,4.3125,18.75,1.3077,26.99,0.4357,0.8299,40.6,41.0,0,sensor_003,100,6,Cast Iron,17,0
14.3,2.433,10.46,17.45,40.02,-0.8307,1.1101,0.8014,13.0,0.7396,15.78,0.2059,-0.7904,30.9,31.1,0,sensor_007,150,11,PVC,2,1
30.37,2.0385,25.88,33.22,22.08,-0.6048,1.4157,1.604,16.13,0.5858,-1.39,-0.1238,0.3732,41.5,42.1,0,sensor_011,100,17,Cast Iron,8,0
15.82,1.7066,13.49,18.69,27.51,-0.577,0.8212,0.6274,19.69,0.6661,-9.95,-0.1425,0.7068,54.2,54.6,0,sensor_006,200,7,HDPE,3,1
31.95,1.4626,29.72,34.15,8.13,-0.3672,0.9752,1.7085,24.37,0.8052,9.84,0.1829,-0.2035,44.0,44.4,0,sensor_017,150,11,PVC,10,1
27.36,3.1242,22.46,31.38,-39.73,0.9994,1.3148,1.9285,32.32,2.8787,27.22,0.9764,0.9052,34.5,34.8,0,sensor_016,250,15,PVC,1,0
24.99,1.201,23.59,27.11,-13.67,0.1797,1.1012,2.0511,22.46,0.9084,10.28,0.0885,0.6939,33.4,33.9,0,sensor_006,200,17,HDPE,5,0
47.64,2.7418,45.47,55.13,2.42,-0.388,0.8027,3.8127,83.29,1.7916,1.35,-0.0102,-0.4913,35.7,36.3,0,sensor_015,400,26,Steel,9,1
49.47,3.3729,44.22,55.45,-20.16,1.068,2.1866,2.1707,67.74,3.4413,12.79,0.9946,0.8192,44.0,44.5,0,sensor_005,300,17,HDPE,9,0
27.99,0.732,26.83,29.25,-6.95,0.2048,0.4889,0.7227,39.69,1.2718,6.21,0.187,0.3581,26.2,26.7,0,sensor_006,300,10,HDPE,5,0
38.29,5.1419,29.47,46.64,36.81,-1.7594,2.6763,1.4339,37.66,3.4757,-26.97,-1.1312,0.9762,31.5,31.7,0,sensor_006,200,11,HDPE,19,0
49.63,3.2697,46.6,56.91,4.66,-0.6495,0.3583,4.1791,73.58,1.6943,-3.14,-0.1379,0.1696,30.3,30.8,0,sensor_006,300,11,HDPE,19,1
30.78,2.2573,27.44,34.12,19.57,-0.7674,0.9454,0.9036,16.17,0.8342,-12.91,-0.271,0.9596,35.2,35.6,0,sensor_011,100,20,Cast Iron,18,0
33.27,0.9774,31.92,34.97,-6.83,0.2722,0.7563,0.8629,30.4,0.9975,-1.49,0.0641,0.4078,54.3,54.7,0,sensor_016,200,18,HDPE,13,0
34.36,4.1668,26.22,40.46,35.19,-1.308,2.5476,2.7119,50.12,3.6686,-19.97,-1.163,0.8972,28.7,29.1,0,sensor_010,300,13,HDPE,15,0
30.22,2.1295,25.8,33.4,-23.56,0.6022,1.7641,1.817,15.23,0.842,22.59,0.2662,0.667,54.3,54.5,0,sensor_002,100,18,Cast Iron,21,0
21.4,7.4929,9.76,33.19,70.59,-2.5969,3.7462,1.2737,12.68,2.7081,-50.23,-0.9335,0.9841,37.6,38.0,0,sensor_011,100,13,Cast Iron,20,0
42.49,3.2019,35.66,45.84,21.05,-0.9995,2.5501,1.6633,106.48,16.1106,48.86,1.1179,0.1425,52.6,53.2,0,sensor_010,300,24,HDPE,8,1
35.42,4.0224,29.4,40.8,17.85,-1.2627,2.0209,2.3057,33.55,3.1479,-23.53,-1.0081,0.919,29.0,29.4,0,sensor_006,200,9,HDPE,20,0
28.43,1.3148,26.1,30.9,-12.54,0.2977,1.5942,1.4697,49.36,1.5955,8.03,0.4325,0.3639,52.3,52.7,0,sensor_011,400,15,Steel,0,0
15.68,1.2651,12.95,17.41,19.03,-0.3461,1.189,1.3705,11.57,0.6581,-9.67,-0.1432,0.6434,50.3,50.8,0,sensor_007,150,14,PVC,2,0
38.11,5.242,28.55,43.57,32.06,-1.6413,4.7446,3.4299,43.14,1.3936,10.01,0.2858,-0.485,30.2,30.8,0,sensor_020,200,7,HDPE,18,1
21.85,0.7481,20.13,23.32,6.71,-0.1513,0.7073,0.8553,42.23,2.2095,-9.21,-0.0396,0.0867,35.4,35.9,0,sensor_005,400,8,Steel,3,1
45.71,2.8694,42.1,51.43,-0.89,0.272,2.691,4.2214,57.38,1.6635,5.11,0.029,-0.7169,45.1,45.4,0,sensor_005,250,26,PVC,18,0
16.66,6.0384,7.24,27.25,63.84,-1.9947,2.9417,2.95,14.55,0.6021,2.84,-0.0406,0.0588,48.0,48.4,0,sensor_005,100,29,Cast Iron,14,1
23.01,0.8377,21.45,24.34,-0.14,-0.1947,0.7531,0.8581,18.16,0.4725,5.1,0.0894,-0.3772,31.3,31.7,0,sensor_020,150,13,PVC,23,1
34.69,1.5143,32.63,37.59,13.19,-0.4087,0.5119,1.4491,34.34,0.7943,4.11,0.0484,-0.1225,52.1,52.9,0,sensor_016,200,13,HDPE,7,1
17.79,4.1532,9.47,23.5,42.71,-1.2107,3.0828,3.767,10.36,1.0951,-27.34,-0.365,0.7653,46.8,47.3,0,sensor_003,100,16,Cast Iron,22,0
32.59,1.8739,30.0,36.4,-0.12,0.0204,2.148,2.5417,40.37,1.9754,11.25,0.3541,-0.1319,38.7,39.6,0,sensor_014,250,21,PVC,22,0
39.25,0.9727,38.22,41.22,1.76,-0.1358,0.7078,1.4494,57.69,1.5914,-9.34,-0.2652,0.4792,48.8,49.0,0,sensor_012,300,21,HDPE,21,0
16.35,0.7632,14.9,17.31,13.69,-0.2113,0.6894,0.7087,11.55,0.5023,-12.75,-0.1388,0.6777,42.6,43.0,0,sensor_017,150,25,PVC,3,0
35.38,1.0986,33.71,37.4,3.76,-0.1657,1.0015,1.4827,50.59,0.8578,0.49,-0.0719,0.5884,38.1,38.5,0,sensor_011,300,7,HDPE,13,1
28.66,1.2881,25.87,30.13,-15.41,0.4094,0.3308,0.7236,35.11,1.7033,14.0,0.5199,0.8419,40.9,41.4,0,sensor_001,250,15,PVC,5,0
21.03,1.7222,17.45,23.49,15.85,-0.2657,0.8172,2.6123,30.67,2.4172,-23.05,-0.7919,0.4549,30.9,31.5,0,sensor_004,300,5,HDPE,4,0
32.07,2.6445,27.0,35.25,21.13,-0.6248,2.4064,3.2302,48.84,1.0061,6.61,0.2202,-0.5189,31.2,31.8,0,sensor_019,300,12,HDPE,22,1
42.14,4.4536,36.14,49.23,-36.21,1.5188,1.8836,1.346,57.41,4.271,22.86,1.4086,0.9118,36.3,36.7,0,sensor_012,300,24,HDPE,13,0
35.0,1.1503,32.4,36.86,5.17,-0.1701,0.9797,1.5774,34.06,1.0421,3.39,0.1155,-0.5784,29.1,29.3,0,sensor_012,200,1,HDPE,7,1
26.97,1.6039,23.82,29.43,19.09,-0.5283,1.3465,0.605,19.87,0.841,-11.6,-0.1997,0.7845,47.0,47.4,0,sensor_008,150,14,PVC,12,0
31.05,3.5206,25.19,36.37,21.59,-1.0329,2.5089,2.8347,43.57,1.6541,3.11,0.0493,-0.0216,50.0,50.5,0,sensor_004,250,14,PVC,12,1
51.31,4.1496,45.16,57.43,-19.34,1.3668,1.8485,1.7822,72.18,4.6038,17.79,1.5362,0.954,51.8,52.1,0,sensor_020,300,9,HDPE,20,0
23.13,1.5513,20.82,25.59,18.64,-0.5295,0.7291,0.582,30.63,1.1409,-11.85,-0.3786,0.8918,40.9,41.3,0,sensor_008,250,23,PVC,5,0
35.04,4.2126,26.27,40.44,29.02,-1.2137,4.0332,3.1161,29.28,2.2891,5.63,0.4816,-0.4535,46.4,46.7,0,sensor_004,150,1,PVC,17,1
26.68,2.319,20.52,30.22,-47.29,0.5276,1.3926,2.4154,38.48,1.573,-4.35,-0.0693,-0.2352,39.7,40.0,0,sensor_007,300,3,HDPE,5,0
29.75,2.056,26.36,34.01,16.79,-0.578,1.2199,2.3454,38.05,1.4407,-4.9,-0.246,0.2669,39.4,39.9,0,sensor_004,250,17,PVC,6,0
17.63,0.4817,16.71,18.45,1.51,0.0256,0.3427,0.6717,12.31,0.4024,-4.25,-0.052,0.3108,48.8,49.7,0,sensor_019,150,29,PVC,2,0
13.14,1.4868,10.82,15.2,27.36,-0.4901,0.6806,0.8374,8.75,0.3224,-8.48,-0.0418,0.2282,46.5,47.2,0,sensor_018,100,19,Cast Iron,2,1
28.34,1.4217,26.02,30.35,2.61,-0.0693,1.8458,2.7936,13.87,0.6947,2.63,-0.0859,0.5763,44.8,45.3,0,sensor_004,100,17,Cast Iron,10,0
22.11,2.6108,19.46,29.46,3.22,-0.3101,1.0208,4.2874,38.15,1.8231,-9.11,-0.4465,-0.0979,37.2,37.5,0,sensor_007,400,2,Steel,3,0
49.01,1.6516,47.02,52.94,-1.26,0.2681,1.6756,1.8429,69.73,2.9049,3.01,-0.0357,-0.5118,32.6,33.1,0,sensor_007,300,23,HDPE,18,0
19.78,2.4735,14.46,23.37,9.69,-0.3429,2.1255,3.7276,26.76,1.0049,-11.32,-0.3007,0.5859,39.7,40.4,0,sensor_018,250,17,PVC,1,0
35.71,0.8288,34.52,37.3,-1.6,-0.0607,0.8436,1.3066,63.68,1.7356,-1.19,-0.1729,-0.002,36.6,37.1,0,sensor_009,400,22,Steel,6,0
36.18,4.8408,29.81,46.59,35.34,-1.5839,2.2239,2.5874,47.14,3.186,-17.93,-1.0589,0.9628,32.3,33.0,0,sensor_010,250,18,PVC,9,0
30.32,5.0398,23.57,39.11,39.74,-1.7375,2.2686,1.0307,55.38,2.0662,-10.98,-0.6168,0.8323,41.0,41.7,0,sensor_003,250,29,PVC,7,1
39.59,1.6148,36.88,42.44,-12.46,0.4925,1.108,1.4257,49.24,0.819,0.93,0.1961,0.3774,34.1,34.5,0,sensor_017,250,21,PVC,21,0
29.72,1.9012,26.63,32.35,14.75,-0.5969,1.4399,1.4064,28.48,2.2887,14.52,-0.1018,0.4194,49.9,50.2,0,sensor_004,150,12,PVC,15,1
29.99,4.0311,23.05,34.47,29.47,-1.2972,2.8822,2.1034,16.75,0.5244,-2.14,0.0447,-0.2511,28.5,28.9,0,sensor_015,100,4,Cast Iron,20,1
20.12,3.5659,14.13,25.05,39.31,-1.1486,1.9258,1.9732,44.27,6.2763,26.09,0.8786,-0.2024,42.3,42.8,0,sensor_016,300,10,HDPE,4,1
38.69,2.1598,35.64,43.12,14.18,-0.6493,0.8348,1.2445,51.45,1.3309,-4.51,0.0672,-0.3038,44.0,44.2,0,sensor_002,250,21,PVC,16,1
40.47,3.7181,32.3,44.62,11.97,-0.971,3.7346,3.5219,69.55,10.1457,33.27,2.0852,-0.2158,46.6,46.8,0,sensor_009,250,17,PVC,9,1
45.86,2.9197,39.07,49.78,21.52,-0.8908,2.4023,2.1455,67.04,4.5341,-15.35,-1.4757,0.742,48.8,49.2,0,sensor_012,300,29,HDPE,19,0
23.95,3.1156,18.93,28.19,32.3,-1.03,1.3559,1.4524,12.72,1.1595,-25.94,-0.393,0.8874,54.0,54.5,0,sensor_006,100,18,Cast Iron,16,0
21.17,1.096,19.44,22.78,-17.17,0.3737,0.5958,0.3368,15.05,0.7075,13.23,0.1858,0.7908,34.5,35.0,0,sensor_011,150,24,PVC,1,0
36.49,4.7669,29.89,45.96,25.18,-1.4015,2.9666,4.0943,26.03,1.5947,-18.48,-0.5287,0.8368,48.6,49.0,0,sensor_008,150,12,PVC,18,0
44.87,1.9914,42.04,47.75,-2.31,0.0644,2.184,2.609,54.94,2.0496,-0.97,-0.1372,0.4932,51.6,52.1,0,sensor_007,250,26,PVC,20,0
24.8,0.6935,23.38,26.05,-9.01,0.1825,0.4788,0.6593,45.46,1.0962,6.54,0.2595,0.5285,34.8,35.2,0,sensor_020,400,26,Steel,4,0
33.76,0.9811,31.27,35.44,-1.41,-0.0484,1.3686,1.3991,48.8,0.9056,2.5,0.1435,-0.2137,50.1,50.6,0,sensor_011,300,5,HDPE,22,0
17.8,2.9012,14.56,24.8,22.05,-0.8165,1.3646,3.102,23.07,1.2705,-14.19,-0.4038,0.8292,46.9,47.3,0,sensor_013,250,18,PVC,2,0
37.46,2.2769,34.83,41.59,-1.67,-0.3681,1.9007,2.6609,46.65,2.0822,-12.25,-0.4647,0.4545,50.4,50.7,0,sensor_007,250,25,PVC,16,0
23.59,1.7246,20.8,26.95,-9.5,0.4483,0.9706,1.5743,32.74,1.3131,6.52,0.3246,0.8235,47.1,47.5,0,sensor_013,300,24,HDPE,3,0
13.25,3.0205,8.77,17.46,49.74,-0.8498,1.7707,3.0039,7.45,1.1835,-38.74,-0.3657,0.8189,52.1,52.6,0,sensor_009,100,4,Cast Iron,0,0
34.21,2.1724,30.77,36.4,11.73,-0.5896,1.9539,1.9772,34.62,0.8317,5.59,0.1697,-0.3031,26.6,27.0,0,sensor_016,200,6,HDPE,15,1
